sallary,location,duty,name,time 
5-7万/月,上海-嘉定区,有资源的销售精英，让你轻松月入十万,上海纽港资产管理有限公司,12-28
80-100万/年,北京,汉瓦销售总经理(011670),北京汉能光伏投资有限公司,12-27
80-100万/年,异地招聘,汉瓦销售总经理(011670),北京汉能光伏投资有限公司,12-27
80-100万/年,异地招聘,汉瓦销售总经理(011670),北京汉能光伏投资有限公司,12-27
10万以上/月,上海-普陀区,合伙人：财务顾问（项目服务利益分配）,上海丰会投资管理有限公司,12-27
8-10万/月,成都,质量主管,四川天厨食品有限公司,12-27
60-80万/年,上海-长宁区,某国内知名房地产商招聘总监,薪得付信息技术(上海)有限公司,12-27
10-20万/月,深圳-南山区,数据挖掘,深圳世联行地产顾问股份有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
80-100万/年,异地招聘,工业设计总监,东莞微领生物科技有限公司,12-28
80-100万/年,南宁,高薪 代理城市经理（南宁）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,哈尔滨,高薪 代理城市经理（哈尔滨）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,沈阳,高薪 代理城市经理（沈阳、大连、营口）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,合肥,高薪 代理城市经理（合肥、蚌埠、芜湖）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,济南,高薪 代理城市经理（济南、青岛）,深圳市民银资本投资基金管理有限公司,12-28
5-7万/月,上海-嘉定区,销售经理/销售精英（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售精英（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售经理/销售精英（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,客户经理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
10万以上/月,异地招聘,猪场大客户销售经理,泰高营养科技（北京）有限公司,12-27
10万以上/月,异地招聘,猪场大客户销售经理,泰高营养科技（北京）有限公司,12-27
5-7万/月,东莞,广龙地产高薪聘请销售代表,东莞市广龙房地产经纪有限公司,12-27
5-7万/月,东莞,高薪聘请销售代表,东莞市广龙房地产经纪有限公司,12-27
20-40万/月,杭州,私有容器云项目技术架构师,浙江核新同花顺网络信息股份有限公司,12-27
7-10万/月,东莞,电源工程师,东莞市海拓伟电子科技有限公司,12-27
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
80-100万/年,宁波,高薪 代理城市经理（宁波、绍兴、金华、湖州）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,厦门,高薪 代理城市经理（厦门、福州）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,东莞,高薪 代理城市经理（东莞、佛山、中山）,深圳市民银资本投资基金管理有限公司,12-28
80-100万/年,无锡,高薪 代理城市经理（无锡、常州、扬州）,深圳市民银资本投资基金管理有限公司,12-28
5-7万/月,上海-嘉定区,销售主管/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售经理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,有资源的销售精英，让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售管理/有资源有团队优先考虑（轻松月入十万）,上海纽港资产管理有限公司,12-28
7-10万/月,东莞,结构工程师,东莞市海拓伟电子科技有限公司,12-27
80-100万/年,杭州,储备院长,泰康之家（北京）投资有限公司,12-27
80-100万/年,异地招聘,储备院长,泰康之家（北京）投资有限公司,12-27
80-100万/年,南京,储备院长,泰康之家（北京）投资有限公司,12-27
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
5-7万/月,上海-嘉定区,销售经理/销售精英（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
60-80万/年,南昌,法律合规部负责人,江西裕民银行筹备组,12-28
60-80万/年,南昌,综合管理部负责人,江西裕民银行筹备组,12-28
60-80万/年,南昌,财务管理部负责人,江西裕民银行筹备组,12-28
5-7万/月,上海-嘉定区,销售管理/有资源有团队优先考虑（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
100万以上/年,无锡,销售总经理（三元催化）,无锡市人力资源市场,12-27
5-10万/月,广州-天河区,经理,广州民列安信息科技有限公司,12-27
7-10万/月,上海,财务助理 实习,上海流连实业有限公司,12-26
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-29
80-110万/年,深圳,科研管理总监,深圳市鑫立元五金塑胶有限公司,12-29
80-100万/年,深圳,计划财务部总经理,深圳市鑫立元五金塑胶有限公司,12-29
80-110万/年,深圳,中医养生机构总经理,深圳市鑫立元五金塑胶有限公司,12-29
80-100万/年,深圳-坪山区,总经理/销售总监,深圳市鑫立元五金塑胶有限公司,12-29
300元/小时,异地招聘,国画老师,佛山市绿动力文化艺术培训有限公司,12-29
60-80万/年,南昌,风险管理部负责人,江西裕民银行筹备组,12-28
60-80万/年,南昌,总行营业部负责人,江西裕民银行筹备组,12-28
380元/小时,上海-徐汇区,无身高经验要求网拍平面试衣模特,上海靓芮文化传播有限公司,12-28
380元/小时,上海-徐汇区,无身高经验要求网拍平面试衣模特,上海靓芮文化传播有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/销售管理/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,有资源的销售精英，让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,客户经理（有资源优先）让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,异地招聘,整形外科医生主治医师资格以上的主诊医生,廊坊市童颜美容服务有限公司,12-26
5-7万/月,异地招聘,整形外科医生主治医师资格以上的主诊医生,廊坊市童颜美容服务有限公司,12-26
7-10万/月,北京-朝阳区,营销总监(5486),旭辉集团北京事业部,12-26
5-10万/月,广州-天河区,经理,广州民列安信息科技有限公司,12-26
5-7万/月,广州-白云区,资深平面设计师,广州神草生物科技有限公司,12-26
300元/小时,异地招聘,国画老师,佛山市绿动力文化艺术培训有限公司,12-29
300元/小时,佛山,国画老师,佛山市绿动力文化艺术培训有限公司,12-29
80-100万/年,深圳,客户代表,深圳市盛世传承家族咨询有限公司,12-29
5-7万/月,上海-浦东新区,售后客服专员,中国人寿保险股份有限公司上海市浦...,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
5-7万/月,上海-嘉定区,销售经理（有资源优先）让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售经理（有资源优先）让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
70-120万/年,合肥,融资租赁（总监）,奇瑞徽银汽车金融股份有限公司,12-26
12-19万/月,芜湖,高级行政专员（危机管理）,奇瑞徽银汽车金融股份有限公司,12-26
80-100万/年,合肥,区域法务总监,南昌蓝光和骏置业有限公司,12-26
5-7万/月,六盘水,房地产经纪人2500+提成,贵州尚城房地产经纪有限公司,12-26
5-7万/月,广州-海珠区,区域销售经理,江西艾可思创意实业发展有限公司,12-26
5-7万/月,上海-长宁区,鲜图技术总监J10977,上海易果电子商务有限公司,12-26
60-80万/年,深圳,客户总监,深圳市盛世传承家族咨询有限公司,12-29
7-10万/月,异地招聘,项目总经理-兰州,上海荣光实业有限公司,12-29
15-20万/月,武汉-武昌区,项目销售经理,武汉欧亚达商业控股集团有限公司,12-29
7-10万/月,异地招聘,物流总监,广东金泰嵘医药有限公司,12-29
7-10万/月,广州-白云区,物流总监,广东金泰嵘医药有限公司,12-29
5-7万/月,东莞-长安镇,自动化设备销售经理,深圳市远望工业自动化设备有限公司,12-29
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,大客户经理（有资源优先）让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售经理（有资源优先）让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,客户经理（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售主管（有资源优先）让你轻松月入十万,上海纽港资产管理有限公司,12-28
300元/小时,上海-闵行区,Alevel双语数学，经济学老师,上海正培教育科技有限公司,12-26
80-100万/年,深圳-龙岗区,培训讲师（汽车服务类）,深圳市青橙子科技有限公司,12-26
4000元/天,广州,PMP培训讲师,广州中培项目管理咨询有限公司,12-26
5-10万/月,广州-天河区,运营经理,广州民列安信息科技有限公司,12-26
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
5-7万/月,上海-嘉定区,销售经理/销售精英（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,销售总监/团队长/合伙人（轻松月入十万）,上海纽港资产管理有限公司,12-28
5-7万/月,上海-嘉定区,客户经理/销售精英（有资源优先），让你轻松月入十万,上海纽港资产管理有限公司,12-28
7-10万/月,南京,司机—网约车（提供社保）,南京玖玖车信息技术有限公司,12-26
7-10万/月,徐州,五险高薪直聘销售主管,徐州玖玖财务咨询有限公司,12-26
7-10万/月,深圳-福田区,城市总经理,深圳市三和广告有限公司,12-26
100万以上/年,上海-浦东新区,客户经理/设计部经理,上海腾龙设计装饰有限公司,12-26
5-7万/月,上海-浦东新区,分公司经理,上海聚通装饰集团有限公司,12-26
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海纽港资产管理有限公司,12-28
10万以上/月,上海-嘉定区,客服专员（底薪5K周末双休+ 早九晚六+奖金）,上海恩德丽斯实业有限公司,12-28
15-25万/月,异地招聘,工装夹具设计,昆山欧仕达机械有限公司,12-26
80-100万/年,深圳-南山区,公立医院全国销售总监,深圳康瑞杰科技有限公司,12-25
7-10万/月,北京-朝阳区,养老社区事业部副总经理兼运营负责人,泰康之家（北京）投资有限公司,12-25
80-100万/年,北京-朝阳区,储备院长,泰康之家（北京）投资有限公司,12-25
5-7万/月,杭州-西湖区,财务总监,上海蓝恋实业有限公司,12-25
7-10万/月,义乌,融资总监,上海蓝恋实业有限公司,12-25
5-7万/月,义乌,投资经理,上海蓝恋实业有限公司,12-25
5-10万/月,上海-浦东新区,财务经理,上海蓝恋实业有限公司,12-25
5000元/小时,深圳-龙岗区,设备维护员,深圳市兆驰股份有限公司,12-25
5-7万/月,杭州,云计算行业解决方案架构师,嘉兴安越企业管理咨询有限公司,12-25
10万以上/月,异地招聘,自然语言处理专家,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,杭州,计算机视觉图形算法研发,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,计算机视觉图形算法研发,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,计算机视觉图形算法研发,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,计算机视觉图形算法研发,嘉兴安越企业管理咨询有限公司,12-25
10万以上/月,异地招聘,AI平台架构师,嘉兴安越企业管理咨询有限公司,12-25
10万以上/月,杭州,AI平台架构师,嘉兴安越企业管理咨询有限公司,12-25
10万以上/月,异地招聘,AI平台架构师,嘉兴安越企业管理咨询有限公司,12-25
10万以上/月,异地招聘,AI平台架构师,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,杭州,大数据平台架构师、技术总监,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,大数据平台架构师、技术总监,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,大数据平台架构师、技术总监,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,大数据平台架构师、技术总监,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,异地招聘,大数据平台架构师、技术总监,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,杭州,产品总监,嘉兴安越企业管理咨询有限公司,12-25
5-7万/月,武汉-武昌区,钢琴老师,武汉杰朗钢琴艺术咨询有限公司,12-25
5-7万/月,南昌,信贷专员,江西云太商务信息咨询有限公司,12-25
300元/小时,大连-甘井子区,少儿书法教师,大连甘井子新起点英语培训学校,12-25
120-150万/年,异地招聘,项目总经理（加拿大公司）,深圳市泰富华天峦湖置业有限公司,12-25
20-40万/月,深圳-罗湖区,技术总监（直播平台）,深圳安美医疗健康产业有限公司,12-25
5-7万/月,北京-朝阳区,大数据营销运营总监(012430),北京汉能光伏投资有限公司,12-25
7-10万/月,南宁,成本管理部主任,广西中电投资有限公司,12-25
5-7万/月,南宁,人力资源主任,广西中电投资有限公司,12-25
10万以上/月,异地招聘,销售工程师,张家港市美特高分子材料有限公司,12-25
10万以上/月,异地招聘,客户经理,张家港市美特高分子材料有限公司,12-25
10万以上/月,张家港,客户经理   包食宿,张家港市美特高分子材料有限公司,12-25
300元/小时,佛山,爆款韩版平面模特/可微胖,广州市比功服装有限公司,12-25
400元/小时,异地招聘,日韩潮流试衣模特拍摄日结无需经验,广州市比功服装有限公司,12-25
300元/小时,异地招聘,清新淑女萝莉性感风尚模特,广州市比功服装有限公司,12-25
100万以上/年,上海-静安区,机构债券委外渠道专员,上海鸿谙资产管理有限公司,12-25
100万以上/年,上海-静安区,私募基金资金经理,上海鸿谙资产管理有限公司,12-25
100万以上/年,上海-静安区,银行高管渠道专员,上海鸿谙资产管理有限公司,12-25
300元/小时,佛山,女人花微胖模特/接受新人***,广州市比功服装有限公司,12-25
500元/小时,异地招聘,摄影师/摄像师,东莞市华文海纳文化产业投资有限公司,12-25
60-80万/年,异地招聘,Sr. SQE,亚萨合莱（中国）投资有限公司,12-25
80-100万/年,上海-浦东新区,央企直聘储备经理,中国人寿保险股份有限公司上海市浦...,12-25
4000元/天,广州,PMP培训讲师,广州中培项目管理咨询有限公司,12-25
5-7万/月,深圳-福田区,风控总监,深圳荧兴源资产管理集团有限公司,12-25
5.5-9万/月,无锡,管道工程师,中国电子系统工程第二建设有限公司,12-25
10万以上/月,东莞,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,业务主管,东莞市金娃食品工业有限公司,12-25
7-10万/月,广州-番禺区,市场营销专员,广州恒纬昌企业管理有限公司,12-21
60-80万/年,广州,投资开发总监,广州梵盛管理咨询有限公司,12-21
60-80万/年,异地招聘,项目总经理 - 广西,广州梵盛管理咨询有限公司,12-21
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
10-30万/月,异地招聘,系统工程师,株洲中车时代电气股份有限公司,12-23
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
10万以上/月,异地招聘,交通银行信用卡2018应生届雏鹰计划,交通银行股份有限公司太平洋信用卡...,12-21
5-7万/月,青岛-市北区,家具设计师,青岛市崂山区韵生堂古代家具商行,12-21
5-7万/月,青岛-市北区,家具设计师,青岛市崂山区韵生堂古代家具商行,12-21
10-30万/月,异地招聘,系统工程师,株洲中车时代电气股份有限公司,12-23
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
5-7万/月,青岛-市北区,家具销售经理,青岛市崂山区韵生堂古代家具商行,12-21
60-80万/年,北京-海淀区,系统架构师（大数据-北京）,曙光信息产业股份有限公司,12-21
5-10万/月,晋中,晋中区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,朔州,朔州区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,阳泉,阳泉区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,晋城,晋城区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,北京,北京区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
5-10万/月,西昌,西昌区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
5-10万/月,长治,长治区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,临汾,临汾区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,大同,大同区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,运城,运城区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,太原,太原区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,杨凌,杨凌区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,苏州,苏州区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,杭州,杭州区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,天津,天津区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,上海,上海区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
300元/小时,大连-甘井子区,少儿口才教师,大连甘井子新起点英语培训学校,12-21
10万以上/月,深圳-宝安区,急招普工4300起,深圳市乐有家房产交易有限公司,12-21
10万以上/月,深圳-宝安区,网络销售专员,深圳市乐有家房产交易有限公司,12-21
12-18万/月,泉州,总经理,新寰亚（上海）健康管理有限公司,12-21
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
5-10万/月,雅安,雅安区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,哈尔滨,哈尔滨区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,长春,长春区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,厦门,厦门区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,郑州,郑州区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,武汉,武汉区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,西安,西安区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,福州,福州区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,昆明,昆明区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
10万以上/月,异地招聘,营销总监,东莞市金娃食品工业有限公司,12-25
5-10万/月,商洛,商洛区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,安康,安康区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,汉中,汉中区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,榆林,榆林区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,渭南,渭南区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,延安,延安区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,铜川,铜川区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,宝鸡,宝鸡区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-8万/月,上海,策略总监,上海略仕企业管理咨询有限公司,12-21
5-8万/月,异地招聘,策略总监,上海略仕企业管理咨询有限公司,12-21
7-10万/月,衡阳,定制家具厂长,耒阳市吉盛嘉尚装饰建材商行,12-21
2000元/小时,异地招聘,生产QC,贵州华实工业有限公司,12-21
2000元/小时,异地招聘,生产QC,贵州华实工业有限公司,12-21
2000元/小时,异地招聘,生产QC,贵州华实工业有限公司,12-21
100万以上/年,北京,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
100万以上/年,异地招聘,销售总经理,青岛海荔现代农业科技发展有限公司,12-22
10-20万/月,浙江省,营销总监（甬台温舟储备岗）,杭州碧桂园久泰置业有限公司,12-22
10-20万/月,异地招聘,置业顾问（台州）,杭州碧桂园久泰置业有限公司,12-22
10万以上/月,海口,月薪3500-5000销售文员,海南梦露姿贸易有限公司,12-22
10万以上/月,海口,5000+提成诚聘客户经理,海南梦露姿贸易有限公司,12-22
10万以上/月,海口,5000/8000+提成诚聘业务员,海南梦露姿贸易有限公司,12-22
5-10万/月,大连,大连区域渠道经理,佛山奔狮汽车零配件科技有限公司,12-21
5-10万/月,沈阳,区域渠道经理（沈阳财富中心大厦）,佛山奔狮汽车零配件科技有限公司,12-21
